Date,Country,City,State,Shape,Summary,lat,lon
16-11-19-17-30,USA,Woodbridge,VA,Circle,REDACTED,38.658172,-77.2497049
16-11-19-16-30,USA,Blaine,MN,Rectangle,REDACTED,45.1607987,-93.2349488
16-11-19-16-00,USA,Ferrisburgh,VT,Light,REDACTED,44.205835,-73.2465359
16-11-19-15-00,USA,Springfield,MA,Circle,REDACTED,42.1014831,-72.5898109
16-11-19-12-05,USA,Newnan,GA,Light,REDACTED,33.3806716,-84.7996572
16-11-19-11-30,USA,Largo,FL,Chevron,REDACTED,27.9094665,-82.7873243
16-11-19-09-00,USA,Cape Coral,FL,Unknown,REDACTED,26.6058996,-81.9807339
16-11-19-07-34,USA,Wichita,KS,Light,REDACTED,37.6922361,-97.3375447
16-11-19-07-00,USA,Smithton,PA,Oval,REDACTED,40.1539613,-79.7411534
16-11-19-05-05,USA,Obernburg,NY,Cylinder,REDACTED,41.8448104,-75.0071096
16-11-18-23-30,USA,Columbus,OH,Cylinder,REDACTED,39.9622601,-83.0007064
16-11-18-23-00,USA,Sioux Falls,SD,Chevron,REDACTED,43.5499749,-96.7003269
16-11-18-21-00,USA,Fletcher,NC,Triangle,REDACTED,35.4306712,-82.5012315
16-11-18-19-25,USA,Billings,MT,Triangle,REDACTED,45.7874957,-108.4960699
16-11-18-19-25,USA,Billings,MT,Triangle,REDACTED,45.7874957,-108.4960699
16-11-18-19-15,USA,Stone Creek,OH,Triangle,REDACTED,40.3972892,-81.5620642
16-11-18-18-30,USA,Carrollton,OH,Circle,REDACTED,40.5728404,-81.0856531
16-11-18-17-30,USA,Hampton,VA,Sphere,REDACTED,37.0300969,-76.3452056
16-11-18-16-00,USA,Nashville,TN,Changing,REDACTED,36.1622296,-86.774353
16-11-18-14-00,USA,Kittery,ME,Other,REDACTED,43.1033619,-70.7851622
16-11-18-10-45,USA,McMurray,PA,Triangle,REDACTED,40.2790921,-80.1017976
16-11-18-08-25,USA,Bronx,NY,Cigar,REDACTED,40.85703325,-73.83669606
16-11-18-06-12,USA,New York City,NY,Rectangle,REDACTED,40.7305991,-73.9865811
16-11-18-01-44,USA,Farmington,NH,Fireball,REDACTED,43.39008,-71.0657499
16-11-17-22-00,USA,Buena Park,CA,Light,REDACTED,33.870413,-117.9962164
16-11-17-21-30,USA,Athens,OH,Light,REDACTED,39.3292396,-82.1012554
16-11-17-21-30,USA,Methuen,MA,Light,REDACTED,42.7262016,-71.1908923
16-11-17-20-30,USA,Benton City,WA,Light,REDACTED,46.2631897,-119.4878019
16-11-17-20-00,USA,Stevens Point,WI,Formation,REDACTED,44.5229223,-89.5741109
16-11-17-20-00,USA,High Point,NC,Circle,REDACTED,35.9556924,-80.0053175
16-11-17-20-00,USA,Caldwell,ID,Formation,REDACTED,43.6678736,-116.6894155
16-11-17-20-00,USA,Balko,OK,Disk,REDACTED,36.6600752,-100.679207
16-11-17-19-40,USA,Jordan,MT,Fireball,REDACTED,47.32121,-106.9104609
16-11-17-19-35,USA,Elizabethton,TN,Circle,REDACTED,36.3487196,-82.2106875
16-11-17-19-24,USA,Lower Burrell,PA,Triangle,REDACTED,40.5882821,-79.7298186
16-11-17-19-00,USA,Hemet,CA,Disk,REDACTED,33.778562,-117.0357665
16-11-17-18-02,USA,Nampa,ID,Triangle,REDACTED,43.5737361,-116.5596312
16-11-17-13-00,USA,Oshkosh,WI,Light,REDACTED,44.0206919,-88.5408573
16-11-17-07-45,USA,Avon,CO,Light,REDACTED,39.6329025,-106.4711837
16-11-17-04-45,USA,Stonington,ME,Light,REDACTED,44.156593,-68.6672969
16-11-16-23-00,USA,Elk Grove,CA,Circle,REDACTED,38.4087993,-121.3716177
16-11-16-22-37,USA,Benson,AZ,Light,REDACTED,31.9678731,-110.2945759
16-11-16-22-15,USA,Schenectady,NY,Other,REDACTED,42.8095455,-74.0216719
16-11-16-22-00,CANADA,London,ON,Circle,REDACTED,42.988576,-81.2466429
16-11-16-20-50,USA,Middleton,ID,Sphere,REDACTED,43.7068282,-116.6201356
16-11-16-20-30,USA,Danville,KY,Light,REDACTED,37.6456488,-84.7721822
16-11-16-20-05,USA,Maple Grove,MN,Triangle,REDACTED,45.0759797,-93.4561051
16-11-16-20-00,USA,Lake Havasu City,AZ,Cross,REDACTED,34.4742786,-114.3440009
16-11-16-20-00,USA,Maricopa,AZ,Circle,REDACTED,33.34883,-112.4912299
16-11-16-19-00,USA,Carlton,OR,Fireball,REDACTED,45.2942822,-123.1764948
16-11-16-19-00,USA,Wood Village,OR,Light,REDACTED,45.5372449,-122.4178386
16-11-16-18-30,USA,Green Garden Township,IL,Light,REDACTED,46.4385488,-87.2793086
16-11-16-18-00,CANADA,Banff,AB,Disk,REDACTED,51.1777781,-115.5682503
16-11-16-18-00,USA,Frostproof,FL,Light,REDACTED,27.7458626,-81.5306312
16-11-16-18-00,USA,Egg Harbor Township,NJ,Other,REDACTED,39.3851791,-74.6756877
16-11-16-17-30,USA,Shady Cove,OR,Light,REDACTED,42.6109085,-122.8218511
16-11-16-17-17,USA,Fremont,WI,Light,REDACTED,44.2597027,-88.8648343
16-11-16-16-00,USA,Mosinee,WI,Fireball,REDACTED,44.7927298,-89.7035958
16-11-16-08-45,USA,Clarksville,TN,Triangle,REDACTED,36.5277607,-87.3588702
16-11-16-00-05,USA,Richland,WA,Formation,REDACTED,46.2778406,-119.2769066
16-11-15-20-10,USA,Bettendorf,IA,Light,REDACTED,41.5255466,-90.5081477
16-11-15-20-00,USA,Phoenix,AZ,Egg,REDACTED,33.4485866,-112.0773455
16-11-15-19-10,USA,Portland,OR,Triangle,REDACTED,45.5202471,-122.6741948
16-11-15-18-45,USA,Stevens Point,WI,Light,REDACTED,44.5229223,-89.5741109
16-11-15-18-30,USA,Seattle,WA,Light,REDACTED,47.6038321,-122.3300623
16-11-15-18-00,CANADA,Prince Albert,SK,Triangle,REDACTED,53.201097,-105.7489009
16-11-15-17-55,USA,Stevens Point,WI,Circle,REDACTED,44.5229223,-89.5741109
16-11-15-17-30,USA,Naperville,IL,Circle,REDACTED,41.7729107,-88.1478669
16-11-15-17-00,USA,Berlin,WI,Formation,REDACTED,43.9680365,-88.9434476
16-11-15-14-00,USA,Tahlequah,OK,Teardrop,REDACTED,35.91537,-94.9699559
16-11-15-08-00,USA,Glendale,AZ,Changing,REDACTED,33.5389854,-112.1858156
16-11-15-07-05,USA,Old Washington,OH,Formation,REDACTED,40.0386822,-81.444562
16-11-15-03-45,USA,Saltillo,MS,Fireball,REDACTED,34.3764923,-88.68172
16-11-15-03-29,USA,Portland,OR,Oval,REDACTED,45.5202471,-122.6741948
16-11-14-23-30,USA,Hillsboro,OR,Disk,REDACTED,45.5228939,-122.9898269
16-11-14-22-03,USA,Gardena,CA,Light,REDACTED,33.888658,-118.3076479
16-11-14-21-00,USA,Longmont,CO,Formation,REDACTED,40.1672117,-105.1019286
16-11-14-19-30,USA,Deltona,FL,Triangle,REDACTED,28.9005446,-81.2636737
16-11-14-19-25,USA,Central City,NE,Light,REDACTED,41.1158475,-98.0017248
16-11-14-19-21,USA,Irving,TX,Other,REDACTED,32.8629195,-96.97917017
16-11-14-19-17,USA,Jacksonville,FL,Light,REDACTED,30.3321838,-81.6556509
16-11-14-19-00,USA,Blanchardville,WI,Light,REDACTED,42.81032,-89.8622148
16-11-14-19-00,USA,Columbus,OH,Light,REDACTED,39.9622601,-83.0007064
16-11-14-18-45,USA,Summerville,SC,Light,REDACTED,33.0206179,-80.1747536
16-11-14-17-00,USA,Waupaca,WI,Formation,REDACTED,44.3735635,-89.03185979
16-11-14-16-15,USA,Wilkesboro,NC,Other,REDACTED,36.145965,-81.16064
16-11-14-07-30,CANADA,Pickering,ON,Unknown,REDACTED,43.8356637,-79.0905385
16-11-14-01-00,USA,Fresno,CA,Light,REDACTED,36.7295295,-119.7088612
16-11-14-00-00,USA,Glendale,AZ,Circle,REDACTED,33.5389854,-112.1858156
16-11-13-23-20,USA,Benson,VT,Triangle,REDACTED,43.71558845,-73.30815198
16-11-13-23-15,USA,Palmyra,PA,Circle,REDACTED,40.3089798,-76.5933012
16-11-13-23-00,USA,North Chesterfield,VA,Changing,REDACTED,38.6560565,-90.5742028
16-11-13-21-25,USA,Coconut Creek,FL,Oval,REDACTED,26.2714628,-80.18180782
16-11-13-21-00,USA,Chesapeake Bay,MD,Triangle,REDACTED,38.5167886,-76.3830045
16-11-13-21-00,CANADA,Ottawa,ON,Light,REDACTED,45.4210328,-75.6900218
16-11-13-20-45,USA,Chester,SD,Diamond,REDACTED,43.894974,-96.9264449
16-11-13-19-30,USA,Centerville,OH,Circle,REDACTED,39.6283928,-84.1593817
16-11-13-19-30,USA,Gila Bend,AZ,Light,REDACTED,32.9478267,-112.7168238
16-11-13-19-00,USA,Selma,IN,Changing,REDACTED,32.4078632,-87.0207472
16-11-13-18-41,CANADA,Grande Prairie,AB,Light,REDACTED,55.171025,-118.7951659
16-11-13-18-30,USA,Benicia,CA,Light,REDACTED,38.049365,-122.1585776
16-11-13-18-25,USA,Monroeville,PA,Fireball,REDACTED,40.4211798,-79.7881024
16-11-13-16-50,USA,Wheaton,MD,Fireball,REDACTED,39.0398314,-77.0552554
16-11-13-15-00,USA,Ottawa,IL,Cylinder,REDACTED,41.3516628,-88.8454359
16-11-13-14-10,USA,Elwood,IL,Unknown,REDACTED,41.4039201,-88.1117241
16-11-13-05-00,USA,Bagley,IA,Other,REDACTED,41.8460964,-94.4299693
16-11-13-00-01,USA,Grand Rapids,MI,Fireball,REDACTED,42.9632405,-85.6678638
16-11-13-00-00,USA,Stockton,CA,Disk,REDACTED,37.9577016,-121.2907795
16-12-11-22-00,USA,Maryville,TN,Sphere,REDACTED,35.7564719,-83.9704592
16-12-11-21-30,USA,Andersonville,TN,Rectangle,REDACTED,36.1986898,-84.0371391
16-12-11-21-10,USA,Auburn,WA,Circle,REDACTED,47.3075369,-122.2301807
16-12-11-21-00,USA,Baltimore,MD,Flash,REDACTED,39.2908816,-76.6107589
16-12-11-20-55,USA,New Market,MD,Changing,REDACTED,39.3826031,-77.2694277
16-12-11-20-40,USA,Chesterfield,MI,Formation,REDACTED,38.6560565,-90.5742028
16-12-11-20-10,USA,Highland Park,IL,Light,REDACTED,42.1816919,-87.8003437
16-12-11-19-30,USA,Melbourne,FL,Light,REDACTED,28.0836269,-80.6081088
16-12-11-19-00,USA,Glendale,AZ,Circle,REDACTED,33.5389854,-112.1858156
16-12-11-18-05,USA,Durham,NC,Disk,REDACTED,35.9940329,-78.8986189
16-12-11-18-00,USA,Fountain Hill,AR,Changing,REDACTED,33.3578937,-91.8504083
16-12-11-15-41,USA,Bethesda,MD,Fireball,REDACTED,38.9848265,-77.0946458
16-12-11-14-00,USA,Bristol,VA,Sphere,REDACTED,36.5959685,-82.1885008
16-12-11-07-00,USA,Twin Falls,ID,Circle,REDACTED,42.5704219,-114.460317
16-12-11-06-00,USA,Bloomfield Hills,MI,Oval,REDACTED,42.583645,-83.2454882
16-12-11-01-15,USA,Louisville,KY,Fireball,REDACTED,38.2542376,-85.7594069
16-12-11-00-00,USA,Freeport,NY,Oval,REDACTED,40.6576022,-73.5831834
16-11-11-23-00,USA,Middletown,DE,Disk,REDACTED,39.449556,-75.7163206
16-11-11-23-00,USA,Alabaster,AL,Light,REDACTED,33.2442813,-86.8163772
16-11-11-22-54,USA,Owatonna,MN,Fireball,REDACTED,44.0839937,-93.2261075
16-11-11-21-50,USA,Jasper County,IA,Flash,REDACTED,41.6791308,-93.0647785
16-11-11-21-45,USA,Anchorage,AK,Cigar,REDACTED,61.2163129,-149.8948522
16-11-11-21-05,USA,Terra Linda,CA,Light,REDACTED,38.0040893,-122.5496999
16-11-11-21-05,USA,Terra Linda,CA,Light,REDACTED,38.0040893,-122.5496999
16-11-11-19-30,USA,Raleigh,NC,Circle,REDACTED,35.7803977,-78.6390988
16-11-11-18-45,USA,Phoenix,AZ,Light,REDACTED,33.4485866,-112.0773455
16-11-11-18-30,USA,Boca Raton,FL,Sphere,REDACTED,26.3586885,-80.0830983
16-11-11-18-24,USA,Salt Lake City,UT,Light,REDACTED,40.7670126,-111.8904307
16-11-11-18-15,USA,West Palm Beach,FL,Light,REDACTED,26.7153425,-80.0533745
16-11-11-18-00,USA,Nashua,NH,Circle,REDACTED,42.7653662,-71.4675659
16-11-11-17-30,USA,Moss Point,MS,Light,REDACTED,30.4115881,-88.53446
16-11-11-11-46,USA,Greeley,CO,Sphere,REDACTED,38.4570355,-101.8185006
16-11-11-11-00,USA,West Salem,OR,Unknown,REDACTED,44.9482087,-123.0629462
16-11-11-11-00,USA,Keizer,OR,Unknown,REDACTED,44.9958075,-123.0197172
16-11-11-08-30,USA,Herod,IL,Other,REDACTED,37.5803268,-88.4361546
16-11-11-07-20,USA,Leominster,MA,Cigar,REDACTED,42.5250906,-71.7597939
16-11-11-06-11,USA,Pompano beach,FL,Triangle,REDACTED,26.2378597,-80.1247666
16-11-11-05-30,USA,Gilcrest,CO,Teardrop,REDACTED,40.282292,-104.7780808
16-11-11-00-23,USA,Lamont,CA,Oval,REDACTED,35.2597222,-118.9142432
16-11-11-00-00,USA,Keizer,OR,Unknown,REDACTED,44.9958075,-123.0197172
16-10-11-23-30,USA,Watervliet,NY,Light,REDACTED,42.7300784,-73.7012298
16-10-11-23-00,USA,Oceanside,CA,Light,REDACTED,33.1958696,-117.3794833
16-10-11-21-53,USA,Eldora,IA,Light,REDACTED,42.360816,-93.0996463
16-10-11-21-53,USA,Eldora,IA,Light,REDACTED,42.360816,-93.0996463
16-10-11-21-43,USA,Colby,WI,Teardrop,REDACTED,44.9099665,-90.315691
16-10-11-21-00,USA,Lake Tansi,TN,Light,REDACTED,35.8732914,-85.0953336
16-10-11-20-40,CANADA,La Ronge,SK,Unknown,REDACTED,55.100373,-105.3012079
16-10-11-20-40,USA,Virginia Beach,VA,Disk,REDACTED,36.8529841,-75.9774182
16-10-11-20-15,USA,Lemon Grove,CA,Light,REDACTED,32.7425516,-117.0314171
16-10-11-19-45,USA,Indianapolis,IN,Sphere,REDACTED,39.7683331,-86.1583501
16-10-11-19-35,USA,Colorado Springs,CO,Light,REDACTED,38.8339578,-104.8253484
16-10-11-19-30,USA,Indianapolis,IN,Light,REDACTED,39.7683331,-86.1583501
16-10-11-19-17,USA,Glendale,AZ,Light,REDACTED,33.5389854,-112.1858156
16-10-11-19-15,USA,Glendale,AZ,Light,REDACTED,33.5389854,-112.1858156
16-10-11-19-15,USA,Phoenix,AZ,Formation,REDACTED,33.4485866,-112.0773455
16-10-11-19-00,USA,Glendale,AZ,Formation,REDACTED,33.5389854,-112.1858156
16-10-11-19-00,USA,Phoenix,AZ,Circle,REDACTED,33.4485866,-112.0773455
16-10-11-18-40,USA,Euless,TX,Circle,REDACTED,32.8465405,-97.06673619
16-10-11-18-00,USA,San Jose,CA,Formation,REDACTED,37.3361905,-121.8905832
16-10-11-18-00,USA,Washington,PA,Light,REDACTED,40.1943798,-80.254125
16-10-11-17-45,USA,Arlington,WA,Light,REDACTED,48.1810957,-122.1389547
16-10-11-17-30,USA,Vienna,OH,Light,REDACTED,41.2378345,-80.6642431
16-10-11-17-20,USA,Lester Prairie,MN,Sphere,REDACTED,44.8838514,-94.0416388
16-10-11-16-28,USA,Irma,WI,Cigar,REDACTED,45.3513545,-89.6665189
16-10-11-15-30,USA,Glendale,AZ,Other,REDACTED,33.5389854,-112.1858156
16-10-11-13-38,USA,Alexandria,VA,Formation,REDACTED,33.7237617,-116.2673236
16-10-11-08-35,CANADA,Saskatoon,SK,Cylinder,REDACTED,52.1303794,-106.6605123
16-10-11-08-34,CANADA,Saskatoon,SK,Cylinder,REDACTED,52.1303794,-106.6605123
16-10-11-00-00,USA,La Habra,CA,Light,REDACTED,33.9318775,-117.9461073
16-09-11-23-58,USA,Albemarle,NC,Cylinder,REDACTED,35.3501426,-80.2000577
16-09-11-23-00,USA,Madison,SD,Light,REDACTED,44.006085,-97.1139499
16-09-11-21-30,USA,Spokane,WA,Triangle,REDACTED,47.6588603,-117.4247133
16-09-11-21-30,USA,San Rafael,CA,Circle,REDACTED,37.9735346,-122.5310873
16-09-11-21-00,USA,Chicago,IL,Circle,REDACTED,41.8755546,-87.6244211
16-09-11-21-00,USA,Kirkland,WA,Light,REDACTED,47.6859573,-122.1920248
16-09-11-18-30,USA,Summerville,SC,Triangle,REDACTED,33.0206179,-80.1747536
16-09-11-18-20,CANADA,Saskatoon,SK,Unknown,REDACTED,52.1303794,-106.6605123
16-09-11-18-15,CANADA,Fort Fraser,BC,Light,REDACTED,54.061971,-124.5549847
16-09-11-18-00,USA,Helena,MT,Triangle,REDACTED,46.5927122,-112.0361089
16-09-11-17-12,USA,Portage,IN,Other,REDACTED,41.5758708,-87.1761454
16-09-11-17-00,USA,Leominster,MA,Disk,REDACTED,42.5250906,-71.7597939
16-09-11-17-00,USA,Detroit,MI,Unknown,REDACTED,42.3486635,-83.0567374
16-09-11-16-45,USA,Santa Ana,CA,Unknown,REDACTED,33.7494951,-117.8732212
16-09-11-16-35,USA,Silverton,OR,Disk,REDACTED,45.0049305,-122.7832946
16-09-11-13-55,USA,Findlay,OH,Circle,REDACTED,41.0413873,-83.6503981
16-09-11-12-15,USA,Independence,MO,Diamond,REDACTED,39.0911161,-94.4155067
16-09-11-12-15,USA,Independence,MO,Diamond,REDACTED,39.0911161,-94.4155067
16-09-11-05-15,USA,Mountain View,MO,Fireball,REDACTED,33.3401005,-104.5233016
16-09-11-03-40,USA,Wheat Ridge,CO,Light,REDACTED,39.766098,-105.0772062
16-08-11-23-11,USA,San Antonio,FL,Triangle,REDACTED,28.3361142,-82.2745307
16-08-11-22-57,USA,Wilmington,NC,Fireball,REDACTED,34.2257282,-77.9447106
16-08-11-22-00,USA,Hanford,CA,Light,REDACTED,36.3274502,-119.6456843
16-08-11-21-50,USA,Garden City,ID,Other,REDACTED,43.622111,-116.2381786
16-08-11-21-00,USA,Rolling Prairie,IN,Unknown,REDACTED,43.4591601,-88.7342713
16-08-11-20-30,CANADA,Edmonton,AB,Light,REDACTED,53.5343609,-113.5065084
16-08-11-20-00,USA,Tulsa,OK,Other,REDACTED,36.1556805,-95.9929112
16-08-11-20-00,USA,Silver Spring,MD,Light,REDACTED,38.9959081,-77.0288917
16-08-11-00-05,USA,Walla Walla,WA,Triangle,REDACTED,46.0649999,-118.3302783
16-08-11-00-00,USA,Redmond,WA,Chevron,REDACTED,47.6694141,-122.1238766
16-07-11-22-00,USA,Bethlehem,GA,Unknown,REDACTED,34.9020296,-84.0774117
16-07-11-21-15,USA,Boise,ID,Light,REDACTED,43.61656,-116.2008349
16-07-11-21-15,USA,Gordonsville,TN,Circle,REDACTED,36.1729031,-85.9299965
16-07-11-20-20,USA,Moon,PA,Triangle,REDACTED,33.1584497,-86.2385845
16-07-11-19-45,USA,Reinholds,PA,Sphere,REDACTED,40.2667588,-76.1154996
16-07-11-19-05,USA,Reno,NV,Circle,REDACTED,39.52927,-119.8136743
16-07-11-19-00,USA,Oregon House,CA,Circle,REDACTED,39.3562796,-121.2791272
16-07-11-18-55,USA,Snohomish,WA,Triangle,REDACTED,48.0074736,-121.7304881
16-07-11-18-20,USA,Fargo,ND,Triangle,REDACTED,46.8772292,-96.7898209
16-07-11-17-50,USA,Reseda,CA,Chevron,REDACTED,34.2011156,-118.5364741
16-07-11-17-49,USA,Porter Ranch,CA,Triangle,REDACTED,34.2875607,-118.5528384
16-07-11-17-36,USA,Berlin,WI,Unknown,REDACTED,43.9680365,-88.9434476
16-07-11-17-00,USA,McCordsville,IN,Oval,REDACTED,39.8939648,-85.9219416
16-07-11-16-00,USA,Lidgerwood,ND,Circle,REDACTED,46.075516,-97.1517549
16-07-11-13-30,USA,Staten Island,NY,Egg,REDACTED,40.5834557,-74.1496047
16-07-11-10-30,USA,Portland,OR,Other,REDACTED,45.5202471,-122.6741948
16-07-11-07-30,USA,Lidgerwood,ND,Circle,REDACTED,46.075516,-97.1517549
16-07-11-06-03,USA,Creston,IA,Sphere,REDACTED,41.0586002,-94.3613474
16-07-11-05-00,USA,Ventura,CA,Unknown,REDACTED,34.364744,-119.3105822
16-06-11-21-20,USA,Dripping Springs,TX,Light,REDACTED,30.1902067,-98.086678
16-06-11-21-15,USA,Colorado Springs,CO,Triangle,REDACTED,38.8339578,-104.8253484
16-06-11-20-35,USA,Villa Park,IL,Circle,REDACTED,41.8891319,-87.9774853
16-06-11-20-15,USA,Las Vegas,NV,Circle,REDACTED,36.1662859,-115.1492249
16-06-11-20-12,USA,Palmyra,MO,Light,REDACTED,39.7942118,-91.5232105
16-06-11-20-03,USA,Hoschton,GA,Light,REDACTED,34.096496,-83.7612838
16-06-11-18-45,USA,Pittsburgh,PA,Unknown,REDACTED,40.4416941,-79.990086
16-06-11-18-30,USA,Delco,NC,Other,REDACTED,34.3157241,-78.224721
16-06-11-18-15,USA,Osceola,IA,Flash,REDACTED,43.3684613,-95.6299943
16-06-11-14-00,USA,Mequon,WI,Changing,REDACTED,43.2219088,-87.9822968
16-06-11-11-10,USA,Bethany Beach,DE,Cone,REDACTED,38.5379676,-75.0588645
16-06-11-05-00,USA,Rosamond,CA,Circle,REDACTED,34.871511,-118.2157747
16-06-11-03-55,USA,Oak Lawn,IL,Unknown,REDACTED,41.7108662,-87.758108
16-06-11-02-30,USA,Amherst,MA,Unknown,REDACTED,42.3803676,-72.5231429
16-06-11-02-15,USA,Sanford,NC,Light,REDACTED,35.4798757,-79.1802993
16-06-11-01-00,USA,Palmyra,WI,Sphere,REDACTED,42.8777882,-88.5862121
16-06-11-00-30,USA,Avondale,AZ,Light,REDACTED,33.4359175,-112.340502
16-05-11-23-30,USA,Stevensville,MI,Light,REDACTED,42.0144871,-86.5194653
16-05-11-23-20,USA,Patterson,LA,Triangle,REDACTED,37.471623,-121.1296948
16-05-11-23-15,USA,Titusville,FL,Circle,REDACTED,28.6122187,-80.8075537
16-05-11-22-35,USA,Scottsdale,AZ,Fireball,REDACTED,33.5091215,-111.8992364
16-05-11-21-45,USA,Ithaca,NY,Light,REDACTED,42.4396039,-76.4968018
16-05-11-21-30,USA,Rochester,NY,Fireball,REDACTED,43.157285,-77.6152139
16-05-11-20-45,USA,Barboursville,WV,Formation,REDACTED,38.4095298,-82.2945922
16-05-11-20-30,USA,Jonesborough,TN,Circle,REDACTED,36.2942723,-82.4734785
16-05-11-20-15,USA,Goldhill,NC,Oval,REDACTED,35.5090288,-80.3111683
16-05-11-19-35,USA,Charlestown,RI,Light,REDACTED,41.3831566,-71.6417289
16-05-11-19-00,USA,Kingman,AZ,Unknown,REDACTED,35.189443,-114.0530064
16-05-11-18-45,USA,Derry,NH,Formation,REDACTED,42.8808677,-71.3264491
16-05-11-18-20,USA,Fairbanks,AK,Light,REDACTED,64.837845,-147.7166749
16-05-11-18-10,USA,Bethesda,MD,Fireball,REDACTED,38.9848265,-77.0946458
16-05-11-18-00,USA,Hampstead,MD,Fireball,REDACTED,39.6048252,-76.8499774
16-05-11-17-53,USA,West Orange,NJ,Fireball,REDACTED,40.7987113,-74.2390352
16-05-11-17-15,USA,Philadelphia,PA,Other,REDACTED,39.9523993,-75.1635898
16-05-11-17-00,USA,Elkton,MD,Light,REDACTED,39.606779,-75.8332719
16-05-11-15-45,USA,Burlington,WI,Light,REDACTED,42.6780726,-88.2762025
16-05-11-11-56,USA,Sioux Falls,SD,Oval,REDACTED,43.5499749,-96.7003269
16-05-11-06-45,USA,Sweetwater,AZ,Other,REDACTED,31.9609032,-112.5840347
16-05-11-06-38,USA,Manchester,NH,Formation,REDACTED,42.9956397,-71.454789
16-05-11-01-15,USA,Los Angeles,CA,Unknown,REDACTED,34.0543942,-118.2439408
16-05-11-00-15,USA,Holland,NY,Sphere,REDACTED,42.6411908,-78.541731
16-04-11-23-00,USA,Johns Island,SC,Triangle,REDACTED,32.7024009,-80.0481487
16-04-11-23-00,USA,Rochelle,IL,Chevron,REDACTED,41.9239178,-89.0687073
16-04-11-23-00,USA,Redbank,NJ,Formation,REDACTED,39.92492,-74.1453549
16-04-11-22-25,USA,Santa Rosa,CA,Cigar,REDACTED,38.4404675,-122.7144313
16-04-11-22-20,USA,Centerville,UT,Oval,REDACTED,40.9180005,-111.87216
16-04-11-19-38,USA,Sarles,ND,Fireball,REDACTED,48.94584,-98.9959609
16-04-11-19-22,USA,Columbus,OH,Other,REDACTED,39.9622601,-83.0007064
16-04-11-19-05,USA,Alvin,TX,Circle,REDACTED,29.4238472,-95.2441008
16-04-11-19-00,USA,Houston,TX,Formation,REDACTED,29.675779,-95.40215851
16-04-11-18-00,USA,Augusta,ME,Light,REDACTED,44.310517,-69.7792601
16-04-11-18-00,USA,Elizabeth,KY,Circle,REDACTED,38.0272055,-84.5142633
16-04-11-18-00,USA,Marianna,PA,Other,REDACTED,40.0247953,-80.1000561
16-04-11-17-00,USA,Boston,MA,Diamond,REDACTED,42.3604823,-71.0595677
16-04-11-17-00,CANADA,Québec City,QC,Disk,REDACTED,46.8257374,-71.2349113
16-04-11-16-00,USA,Sheffield,MA,Other,REDACTED,42.1103686,-73.3551147
16-04-11-07-20,USA,Framingham,MA,Unknown,REDACTED,42.2792625,-71.4161719
16-04-11-07-15,USA,Woodstock,GA,Light,REDACTED,34.1014112,-84.5192191
16-04-11-05-22,CANADA,Mississauga,ON,Unknown,REDACTED,43.5892854,-79.6441645
16-04-11-05-15,USA,Lansing,MI,Formation,REDACTED,42.7337712,-84.5553804
16-04-11-05-00,USA,Pollock Pines,CA,Light,REDACTED,38.7497125,-120.5776644
16-04-11-04-00,USA,Billings,MT,Formation,REDACTED,45.7874957,-108.4960699
16-04-11-02-17,USA,Hollywood,CA,Chevron,REDACTED,34.1028268,-118.3299898
16-04-11-01-00,USA,Voorhees,NJ,Unknown,REDACTED,39.841635,-74.93768531
16-04-11-01-00,USA,Tempe,AZ,Light,REDACTED,33.4144139,-111.9094473
16-04-11-00-00,USA,Ellsworth,WI,Sphere,REDACTED,44.7321897,-92.4874123
16-03-11-23-00,USA,Park City,UT,Disk,REDACTED,40.6460635,-111.497974
16-03-11-20-42,USA,West Jordan,UT,Unknown,REDACTED,40.6096698,-111.939103
16-03-11-19-30,USA,Hailey,ID,Fireball,REDACTED,43.519629,-114.3153249
16-03-11-19-00,USA,Helena,MT,Circle,REDACTED,46.5927122,-112.0361089
16-03-11-17-10,USA,Charlotte,NC,Light,REDACTED,35.2270869,-80.8431267
16-03-11-08-30,USA,Whittier,NC,Unknown,REDACTED,35.4350977,-83.3601541
16-03-11-07-45,USA,Corolla,NC,Disk,REDACTED,36.3847464,-75.8286982
16-03-11-07-30,USA,Mt. Pleasant,NC,Oval,REDACTED,35.8223779,-78.1124912
16-03-11-05-50,USA,Newton,MA,Light,REDACTED,42.3370414,-71.2092213
16-03-11-02-00,USA,Pawnee County,NE,Circle,REDACTED,40.1223248,-96.2629021
16-02-11-23-00,USA,Huntsville,AL,Cigar,REDACTED,33.561968,-86.7988139
16-02-11-20-42,USA,Congress,AZ,Light,REDACTED,34.162526,-112.8507373
16-02-11-20-11,USA,Falcon,CO,Flash,REDACTED,38.9330077,-104.6080825
16-02-11-20-00,USA,Junction City,OH,Sphere,REDACTED,39.7211793,-82.2987614
16-02-11-19-30,USA,Point Pleasant,WV,Circle,REDACTED,38.8445251,-82.1370888
16-02-11-19-00,USA,Canton,OH,Circle,REDACTED,40.7989522,-81.3784444
16-02-11-17-35,USA,Wantagh,NY,Circle,REDACTED,40.6837121,-73.5101257
16-01-11-22-15,USA,Robstown,TX,Circle,REDACTED,27.7903032,-97.6688842
16-01-11-22-00,USA,Eureka,CA,Triangle,REDACTED,40.8020712,-124.1636728
